Date,Stock,Open,High,Low,Close,Volume,SMA_50,Close_Lag_1,Close_Lag_3,Close_Lag_7,SMA_7,SMA_30,Daily_Pct_Change
2024-03-07,BRIGADE.NS,913.3648071289062,937.2273360757985,896.6410853060421,935.3802018779905,397708,1222.4543943517624,977.4640848635285,1017.4013442382812,999.4295777256422,1185.634506782516,1206.7905305715612,2.410361618627286
2024-03-07,HAL.NS,3284.399169921875,3300.9334914964393,3222.7665634894656,3229.6475852613635,2251410,4472.8387053703955,3206.677827863581,3125.6890030592094,3068.2642832480124,4308.547651097711,4403.513071723279,-1.6670198056898753
2024-03-07,TRENT.NS,3949.490234375,3975.2725941118506,3837.6670531103186,3887.3329288826294,680535,6135.819924275677,3873.7921149659564,3906.919590964182,3921.3095972845244,5905.422104381261,6037.768072511677,-1.5738057775500964
2024-03-07,VBL.NS,567.6644287109375,576.8971249171161,563.5964193295683,573.5071678122472,3851625,609.646494548127,546.7860256517931,578.3129466110908,569.5387732459096,600.055551763316,605.9831274760759,1.0292593310060816
2024-03-07,ZOMATO.NS,160.0,163.4499969482422,158.64999389648438,161.75,43685238,238.8779731997095,164.39999389648438,168.0,168.0,232.3359746836881,236.2145316167709,1.09375
2024-03-11,BRIGADE.NS,874.4758911132812,916.4599693747798,856.5541008706496,906.3757782796107,552781,1222.4543943517624,935.3802018779905,1012.4091517223908,999.4295777256422,1185.634506782516,1206.7905305715612,3.647886407219096
2024-03-11,HAL.NS,3338.011962890625,3394.00114921229,3302.9136037841886,3331.625982234351,2519751,4472.8387053703955,3229.6475852613635,3196.974851630078,3068.2642832480124,4308.547651097711,4403.513071723279,-0.19131089784184097
2024-03-11,TRENT.NS,4001.9541015625,4241.040302154937,3897.425967643953,3979.2697147656886,3757634,6135.819924275677,3887.3329288826294,3926.8057098726213,3921.3095972845244,5905.422104381261,6037.768072511677,-0.5668327577258978
2024-03-11,VBL.NS,564.0350952148438,596.2400206119074,557.1952995502735,571.6127032416152,8245362,609.646494548127,573.5071678122472,576.2988640992791,569.5387732459096,600.055551763316,605.9831274760759,1.3434639246845337
2024-03-11,ZOMATO.NS,154.85000610351562,163.1999969482422,149.0,161.0,51519591,238.8779731997095,161.75,170.75,168.0,232.3359746836881,236.2145316167709,3.9715813071219177
2024-03-12,BRIGADE.NS,857.65234375,876.7223540257241,845.471471732376,874.4259746063574,432858,1222.4543943517624,906.3757782796107,977.4640848635285,999.4295777256422,960.4123019019717,1206.7905305715612,1.9557610934771479
2024-03-12,HAL.NS,3235.142578125,3346.477253801867,3208.954956834808,3341.526843663107,1421483,4472.8387053703955,3331.625982234351,3206.677827863581,3068.2642832480124,3214.3437681371,4403.513071723279,3.288394961552643
2024-03-12,TRENT.NS,4005.8515625,4075.803566327708,3954.836516628148,4023.039720360163,899570,6135.819924275677,3979.2697147656886,3873.7921149659564,3921.3095972845244,3931.2099110136805,6037.768072511677,0.4290762548734068
2024-03-12,VBL.NS,567.3453369140625,571.5130274548858,557.9530170967365,565.0520573588259,4388537,609.646494548127,571.6127032416152,546.7860256517931,569.5387732459096,568.729791145823,605.9831274760759,-0.4042122858910496
2024-03-12,ZOMATO.NS,156.89999389648438,157.89999389648438,152.14999389648438,156.60000610351562,31159766,238.8779731997095,161.0,164.39999389648438,168.0,164.35714285714286,236.2145316167709,-0.1911968162131788
2024-03-13,BRIGADE.NS,856.8037109375,870.3823501254985,825.7025564138655,848.6664727349282,669801,1222.4543943517624,874.4259746063574,935.3802018779905,999.4295777256422,938.8747154747268,1206.7905305715612,-0.9497202333155341
2024-03-13,HAL.NS,3009.354248046875,3237.9147751216806,2985.8398004761843,3217.7665096734145,3448647,4472.8387053703955,3341.526843663107,3229.6475852613635,3068.2642832480124,3235.701229055015,4403.513071723279,6.925481164665236
2024-03-13,TRENT.NS,3941.345947265625,4035.1814703876353,3874.8415261777145,4020.191754619056,968084,6135.819924275677,4023.039720360163,3887.3329288826294,3921.3095972845244,3945.335933490042,6037.768072511677,2.00047923750849
2024-03-13,VBL.NS,555.9190063476562,566.727129212749,545.1906650688888,565.8895746951323,7181872,609.646494548127,565.0520573588259,573.5071678122472,569.5387732459096,568.2084770671405,605.9831274760759,1.7935289554105893
2024-03-13,ZOMATO.NS,148.64999389648438,158.25,147.5,157.4499969482422,53202095,238.8779731997095,156.60000610351562,161.75,168.0,162.8499995640346,236.2145316167709,5.919948478360439
2024-03-14,BRIGADE.NS,843.4246826171875,868.0859432935486,829.296857993978,843.6742903954109,895656,1222.4543943517624,848.6664727349282,906.3757782796107,1017.4013442382812,914.0565649257453,1206.7905305715612,0.02959455460194622
2024-03-14,HAL.NS,3134.55029296875,3146.3817254059236,2987.127168878662,3023.661100711446,2329439,4472.8387053703955,3217.7665096734145,3331.625982234351,3125.6890030592094,3221.1258144339054,4403.513071723279,-3.5376427842311027
2024-03-14,TRENT.NS,4078.302001953125,4102.18551797641,3867.946325574554,3897.326070671863,723158,6135.819924275677,4020.191754619056,3979.2697147656886,3906.919590964182,3943.9654305911395,6037.768072511677,-4.437531384252357
2024-03-14,VBL.NS,565.4110107421875,568.3223996799497,540.0857426247677,553.9049358432395,4386595,609.646494548127,565.8895746951323,571.6127032416152,578.3129466110908,564.7216183860189,605.9831274760759,-2.0349930723571377
2024-03-14,ZOMATO.NS,152.75,157.3000030517578,144.3000030517578,147.10000610351562,45708365,238.8779731997095,157.4499969482422,161.0,168.0,159.8642861502511,236.2145316167709,-3.6988503413972995
2024-03-15,BRIGADE.NS,867.9361572265625,886.4570422463646,832.6915510084492,843.0752589939066,540251,1222.4543943517624,843.6742903954109,874.4259746063574,1012.4091517223908,889.8660088216762,1206.7905305715612,-2.8643694614702335
2024-03-15,HAL.NS,3068.36328125,3150.985577377683,2976.186548609042,3133.5600371585424,2864705,4472.8387053703955,3023.661100711446,3341.526843663107,3196.974851630078,3212.0665552236865,4403.513071723279,2.1248056352043925
2024-03-15,TRENT.NS,4061.113525390625,4142.158017483639,3978.5202912199607,4048.2724822631853,1197832,6135.819924275677,3897.326070671863,4023.039720360163,3926.8057098726213,3961.3178266469345,6037.768072511677,-0.3161951284335132
2024-03-15,VBL.NS,571.9916381835938,574.3048176685331,559.5483866078779,566.3283618675813,4719685,609.646494548127,553.9049358432395,565.0520573588259,576.2988640992791,563.2972609243478,605.9831274760759,-0.9900977458336023
2024-03-15,ZOMATO.NS,160.0500030517578,161.6999969482422,152.4499969482422,152.85000610351562,95085427,238.8779731997095,147.10000610351562,156.60000610351562,170.75,157.30714416503906,236.2145316167709,-4.498592196786035
2024-03-18,BRIGADE.NS,853.558837890625,871.4806287725005,845.5713884718405,867.8863009098087,234862,1222.4543943517624,843.0752589939066,848.6664727349282,977.4640848635285,874.2120396854305,1206.7905305715612,1.6785559920615138
2024-03-18,HAL.NS,3090.986572265625,3152.421211108623,3074.6006661818733,3106.877437330044,1967550,4472.8387053703955,3133.5600371585424,3217.7665096734145,3206.677827863581,3197.809356576038,4403.513071723279,0.5141033353881977
2024-03-18,TRENT.NS,4068.2587890625,4081.199861277536,4003.1533118846737,4061.113544978233,328538,6135.819924275677,4048.2724822631853,4020.191754619056,3873.7921149659564,3988.0780309344022,6037.768072511677,-0.17563396172034934
2024-03-18,VBL.NS,572.8889770507812,577.4355541314254,566.9863563207682,573.5071474672551,3851225,609.646494548127,566.3283618675813,565.8895746951323,546.7860256517931,567.1145640408423,605.9831274760759,0.10790405143701165
2024-03-18,ZOMATO.NS,158.25,164.4499969482422,157.25,162.5,35382756,238.8779731997095,152.85000610351562,157.4499969482422,164.39999389648438,157.0357164655413,236.2145316167709,2.6856240126382307
2024-03-19,BRIGADE.NS,865.8394775390625,874.6256591877722,844.772544389964,855.2061617587939,497578,1222.4543943517624,867.8863009098087,843.6742903954109,935.3802018779905,862.7586053826881,1206.7905305715612,-1.2280932038916987
2024-03-19,HAL.NS,3028.561767578125,3113.213779541487,3004.2554475769034,3080.887698561303,1666528,4472.8387053703955,3106.877437330044,3023.661100711446,3229.6475852613635,3176.557944190315,4403.513071723279,1.7277485155939794
2024-03-19,TRENT.NS,3952.937744140625,4085.197097061647,3940.9959863526183,4077.2025821945986,489357,6135.819924275677,4061.113544978233,3897.326070671863,3887.3329288826294,4015.202267121827,6037.768072511677,3.1436072636906385
2024-03-19,VBL.NS,557.8533325195312,573.5071379355986,556.3577471776558,573.5071379355986,2669332,609.646494548127,573.5071474672551,553.9049358432395,573.5071678122472,567.1145597727498,605.9831274760759,2.8060790361092462
2024-03-19,ZOMATO.NS,157.9499969482422,161.4499969482422,156.5,158.60000610351562,24847687,238.8779731997095,162.5,147.10000610351562,161.75,156.5857173374721,236.2145316167709,0.411528438007147
2024-03-20,BRIGADE.NS,873.8269653320312,888.004700022936,847.6680566949087,874.6756074441275,182841,1222.4543943517624,855.2061617587939,843.0752589939066,906.3757782796107,858.2300095490476,1206.7905305715612,0.09711786723974858
2024-03-20,HAL.NS,2950.939697265625,3049.4528661560557,2884.7033015033817,3043.512373559648,2975349,4472.8387053703955,3080.887698561303,3133.5600371585424,3331.625982234351,3135.398857236786,4403.513071723279,3.137057540681091
2024-03-20,TRENT.NS,3962.33154296875,4002.204089259745,3840.6150023290043,3968.7270574304284,607192,6135.819924275677,4077.2025821945986,4048.2724822631853,3979.2697147656886,4013.6961732167897,6037.768072511677,0.16140785778079123
2024-03-20,VBL.NS,558.4116821289062,562.3400887290715,554.5829568760228,557.8533327019777,3989047,609.646494548127,573.5071379355986,566.3283618675813,571.6127032416152,565.1489354099443,605.9831274760759,-0.09998885137930405
2024-03-20,ZOMATO.NS,165.60000610351562,166.6999969482422,159.0,159.4499969482422,45544054,238.8779731997095,158.60000610351562,152.85000610351562,161.0,156.36428833007812,236.2145316167709,-3.7137735076103207
2024-03-21,BRIGADE.NS,902.8313598632812,918.5566503447263,873.826947385385,878.6194046775643,626815,1222.4543943517624,874.6756074441275,867.8863009098087,874.4259746063574,858.8290709877914,1206.7905305715612,-2.6817804810616552
2024-03-21,HAL.NS,3090.392578125,3097.4220153633723,2990.047669739266,2994.0079977786554,1962690,4472.8387053703955,3043.512373559648,3106.877437330044,3341.526843663107,3085.753307824722,4403.513071723279,-3.1188458394765806
2024-03-21,TRENT.NS,3999.106201171875,4012.946558438654,3954.986326543958,3962.2813700425913,622994,6135.819924275677,3968.7270574304284,4061.113544978233,4023.039720360163,4005.016408885708,6037.768072511677,-0.920826536651933
2024-03-21,VBL.NS,558.4515380859375,568.2626046307892,557.0157737343866,568.2626046307892,3613535,609.646494548127,557.8533327019777,573.5071474672551,565.0520573588259,565.6075850202249,605.9831274760759,1.756834008995401
2024-03-21,ZOMATO.NS,169.64999389648438,171.0,166.39999389648438,168.0,42227967,238.8779731997095,159.4499969482422,162.5,156.60000610351562,157.99285888671875,236.2145316167709,-0.9725870650435475
2024-03-22,BRIGADE.NS,930.537841796875,973.3705629677924,904.6285409881481,907.4741063598591,1238932,1222.4543943517624,878.6194046775643,855.2061617587939,848.6664727349282,867.2301615056386,1206.7905305715612,-2.4785381529975905
2024-03-22,HAL.NS,3139.35205078125,3178.0641119107086,3054.4029669229803,3083.1648973378533,2086220,4472.8387053703955,2994.0079977786554,3080.887698561303,3217.7665096734145,3066.524506062499,4403.513071723279,-1.7897691158726254
2024-03-22,TRENT.NS,3945.892822265625,4022.240342608072,3919.26094789895,4007.250627045557,678055,6135.819924275677,3962.2813700425913,4077.2025821945986,4020.191754619056,4003.167676375208,6037.768072511677,1.5549790007905473
2024-03-22,VBL.NS,559.3090209960938,561.3828553855235,551.1929637984681,558.3518245317666,3173577,609.646494548127,568.2626046307892,573.5071379355986,565.8895746951323,564.5307635683155,605.9831274760759,-0.17113910707580218
2024-03-22,ZOMATO.NS,174.1999969482422,174.89999389648438,169.0500030517578,170.4499969482422,41776494,238.8779731997095,168.0,158.60000610351562,157.4499969482422,159.8500017438616,236.2145316167709,-2.1526980859329115
2024-03-26,BRIGADE.NS,908.9217529296875,936.1290011656115,887.2058758973444,934.3817466917449,763195,1222.4543943517624,907.4741063598591,874.6756074441275,843.6742903954109,880.1883695479721,1206.7905305715612,2.801120523300635
2024-03-26,HAL.NS,3268.06298828125,3272.22128468647,3148.461024297421,3161.3320913778816,2573125,4472.8387053703955,3083.1648973378533,3043.512373559648,3023.661100711446,3086.1917904434185,4403.513071723279,-3.2658763703786695
2024-03-26,TRENT.NS,3879.088623046875,3945.892887429675,3863.399435960326,3882.3363948057217,844731,6135.819924275677,4007.250627045557,3968.7270574304284,3897.326070671863,4001.026294108616,6037.768072511677,0.08372512397759396
2024-03-26,VBL.NS,559.0298461914062,562.3400823476045,557.494400498658,562.2603007573706,4459500,609.646494548127,558.3518245317666,557.8533327019777,553.9049358432395,565.724387127477,605.9831274760759,0.5778679954161652
2024-03-26,ZOMATO.NS,182.60000610351562,183.64999389648438,172.1999969482422,173.39999389648438,64590292,238.8779731997095,170.4499969482422,159.4499969482422,147.10000610351562,163.60714285714286,236.2145316167709,-5.03834167552863
2024-03-27,BRIGADE.NS,922.2508544921875,955.4985992045276,907.5239952045524,907.5739045735795,730300,1222.4543943517624,934.3817466917449,878.6194046775643,843.0752589939066,889.4024617736396,1206.7905305715612,-1.5914270880984387
2024-03-27,HAL.NS,3248.5087890625,3291.9237423319532,3212.816282480309,3284.102190751058,1503735,4472.8387053703955,3161.3320913778816,2994.0079977786554,3133.5600371585424,3107.6978123852064,4403.513071723279,1.095684327787523
2024-03-27,TRENT.NS,3872.54296875,3919.810586890709,3864.348639772179,3879.8380123908673,524636,6135.819924275677,3882.3363948057217,3962.2813700425913,4048.2724822631853,3976.9642269839997,6037.768072511677,0.18837863646021896
2024-03-27,VBL.NS,551.9706420898438,560.7447909632085,549.7173447508642,559.5682103395601,5855022,609.646494548127,562.2603007573706,568.2626046307892,566.3283618675813,564.7586511949027,605.9831274760759,1.3764442653962194
2024-03-27,ZOMATO.NS,179.4499969482422,189.0,177.1999969482422,183.60000610351562,50528769,238.8779731997095,173.39999389648438,168.0,152.85000610351562,168.0,236.2145316167709,2.312627041431716
2024-03-28,BRIGADE.NS,933.8326416015625,942.5689141565263,906.8250912052404,922.9996880091679,438524,1222.4543943517624,907.5739045735795,907.4741063598591,867.8863009098087,897.2758027878339,1206.7905305715612,-1.1600530019828392
2024-03-28,HAL.NS,3294.0029296875,3311.8244063134016,3239.5484177750222,3258.3599764356964,1385868,4472.8387053703955,3284.102190751058,3083.1648973378533,3106.877437330044,3129.3381751145853,4403.513071723279,-1.0820559062218282
2024-03-28,TRENT.NS,3945.293212890625,3972.274701428631,3872.5430764823914,3872.5430764823914,837624,6135.819924275677,3879.8380123908673,4007.250627045557,4061.113544978233,3950.025588627451,6037.768072511677,-1.8439728679869472
2024-03-28,VBL.NS,557.7935180664062,560.3459813121839,546.3871846246917,557.5542341457902,5047647,609.646494548127,559.5682103395601,558.3518245317666,573.5071474672551,562.4796635775505,605.9831274760759,-0.04289829710561753
2024-03-28,ZOMATO.NS,182.10000610351562,184.6999969482422,176.0,179.8000030517578,42567446,238.8779731997095,183.60000610351562,170.4499969482422,162.5,170.47142900739397,236.2145316167709,-1.26304391799436
2024-04-01,BRIGADE.NS,955.04931640625,965.4330248731497,934.0323526212002,940.1727286470095,204855,1222.4543943517624,922.9996880091679,934.3817466917449,855.2061617587939,909.4138837718647,1206.7905305715612,-1.5576774417492385
2024-04-01,HAL.NS,3369.595947265625,3419.9910285039114,3328.7550614218712,3358.358418957883,2513886,4472.8387053703955,3258.3599764356964,3161.3320913778816,3080.887698561303,3168.976849456954,4403.513071723279,-0.3334977986562833
2024-04-01,TRENT.NS,3884.13525390625,3980.6688784428,3866.397423328209,3972.224720567902,523250,6135.819924275677,3872.5430764823914,3882.3363948057217,4077.2025821945986,3935.028751252208,6037.768072511677,2.267929948450194
2024-04-01,VBL.NS,557.2351684570312,572.549947926857,555.320836237184,561.5424615933305,4051780,609.646494548127,557.5542341457902,562.2603007573706,573.5071379355986,560.7704241000836,605.9831274760759,0.7729758242334197
2024-04-01,ZOMATO.NS,184.5,188.1999969482422,182.75,183.89999389648438,20789208,238.8779731997095,179.8000030517578,173.39999389648438,158.60000610351562,174.08571297781808,236.2145316167709,-0.32520656017107047
2024-04-02,BRIGADE.NS,949.3582153320312,964.8338978429117,944.6656377738003,960.4907468043278,185312,1222.4543943517624,940.1727286470095,907.5739045735795,874.6756074441275,921.6731893947505,1206.7905305715612,1.172637608492498
2024-04-02,HAL.NS,3507.860595703125,3548.4539585097373,3378.1598511259,3405.882147676757,3169551,4472.8387053703955,3358.358418957883,3284.102190751058,3043.512373559648,3220.7439600451116,4403.513071723279,-2.907140841095114
2024-04-02,TRENT.NS,3889.2314453125,3907.1193186724513,3870.594330158629,3897.325989187027,604885,6135.819924275677,3972.224720567902,3879.8380123908673,3968.7270574304284,3924.8285986460082,6037.768072511677,0.20812708084737458
2024-04-02,VBL.NS,562.1207885742188,567.9037066317643,557.7935346956591,567.1259730110519,2651662,609.646494548127,561.5424615933305,559.5682103395601,557.8533327019777,562.0950870013799,605.9831274760759,0.8904108402623648
2024-04-02,ZOMATO.NS,183.10000610351562,185.0,180.75,185.0,36346394,238.8779731997095,183.89999389648438,183.60000610351562,159.4499969482422,177.7357134137835,236.2145316167709,1.0376809574818981
2024-04-03,BRIGADE.NS,941.9199829101562,963.4860716405465,936.5284302578576,949.3582463179321,187215,1222.4543943517624,960.4907468043278,922.9996880091679,878.6194046775643,931.7787382005172,1206.7905305715612,0.7896916450158071
2024-04-03,HAL.NS,3553.701416015625,3574.988179285606,3473.5047729984867,3504.8903244527037,2077663,4472.8387053703955,3405.882147676757,3258.3599764356964,2994.0079977786554,3293.727149569976,4403.513071723279,-1.3735282132297946
2024-04-03,TRENT.NS,3920.160400390625,3945.243044223064,3840.365051854015,3882.3362546065177,727717,6135.819924275677,3897.325989187027,3872.5430764823914,3962.2813700425913,3913.407867869427,6037.768072511677,-0.9648621974840179
2024-04-03,VBL.NS,588.6224975585938,593.4482797365985,552.967733036525,561.1635724088644,9176512,609.646494548127,567.1259730110519,557.5542341457902,568.2626046307892,561.0809395411048,605.9831274760759,-4.664946593720022
2024-04-03,ZOMATO.NS,178.3000030517578,182.0,177.85000610351562,181.9499969482422,24268721,238.8779731997095,185.0,179.8000030517578,168.0,179.72857012067522,236.2145316167709,2.0471081514366753
2024-04-04,BRIGADE.NS,956.29736328125,962.3378596771952,939.8232489617254,960.6405754382207,305657,1222.4543943517624,949.3582463179321,940.1727286470095,907.4741063598591,939.3739480688547,1206.7905305715612,0.4541696258649367
2024-04-04,HAL.NS,3505.8310546875,3579.0971278103398,3477.3661951972076,3574.146717464202,1591827,4472.8387053703955,3504.8903244527037,3358.358418957883,3083.1648973378533,3363.867409588026,4403.513071723279,1.9486296319202283
2024-04-04,TRENT.NS,4000.455322265625,4026.1876678403655,3912.365856266051,3947.291845445663,910922,6135.819924275677,3882.3362546065177,3972.224720567902,4007.250627045557,3904.84232764087,6037.768072511677,-1.328935647001633
2024-04-04,VBL.NS,604.5490112304688,616.6834730380023,591.5762849240065,597.1445952695392,8314400,609.646494548127,561.1635724088644,561.5424615933305,558.3518245317666,566.6227639322153,605.9831274760759,-1.224783404385854
2024-04-04,ZOMATO.NS,187.0,188.14999389648438,180.25,180.5,52772054,238.8779731997095,181.9499969482422,183.89999389648438,170.4499969482422,181.1642848423549,236.2145316167709,-3.4759358288770055
2024-04-05,BRIGADE.NS,963.1865234375,980.6590682150146,947.7108409202727,956.2973242637485,624117,1222.4543943517624,960.6405754382207,960.4907468043278,934.3817466917449,942.5047448648551,1206.7905305715612,-0.715250785399778
2024-04-05,HAL.NS,3550.483642578125,3559.3448282294517,3473.0592776903895,3509.8407276977487,1123258,4472.8387053703955,3574.146717464202,3405.882147676757,3161.3320913778816,3413.6543576337212,4403.513071723279,-1.1447148887824241
2024-04-05,TRENT.NS,3929.90380859375,4050.1211327239735,3909.5176489604337,4006.2513292521135,679916,6135.819924275677,3947.291845445663,3897.325989187027,3882.3363948057217,3922.544461133212,6037.768072511677,1.9427325547106238
2024-04-05,VBL.NS,596.2464599609375,612.7118433740848,593.312625571038,606.3252460509913,3406465,609.646494548127,597.1445952695392,567.1259730110519,562.2603007573706,572.9177561170183,605.9831274760759,1.6903724830020912
2024-04-05,ZOMATO.NS,190.5,191.8000030517578,187.25,188.25,35235139,238.8779731997095,180.5,185.0,173.39999389648438,183.28571428571428,236.2145316167709,-1.1811023622047243
2024-04-08,BRIGADE.NS,961.8886108398438,1004.5215729270351,956.1476316285416,977.1146861393842,372990,1222.4543943517624,956.2973242637485,949.3582463179321,907.5739045735795,952.4391422313987,1206.7905305715612,1.582935396879918
2024-04-08,HAL.NS,3531.77099609375,3564.2952872778583,3507.91016434102,3564.2952872778583,865339,4472.8387053703955,3509.8407276977487,3504.8903244527037,3284.102190751058,3453.6819428518356,4403.513071723279,0.9209060049499576
2024-04-08,TRENT.NS,3929.154296875,3977.2711861228454,3920.9099533359263,3929.9037826512795,471027,6135.819924275677,4006.2513292521135,3882.3362546065177,3879.8380123908673,3929.696714027556,6037.768072511677,0.019074989670819605
2024-04-08,VBL.NS,578.8230590820312,599.4596653088962,574.7915568942612,599.4596653088962,7297395,609.646494548127,606.3252460509913,561.1635724088644,559.5682103395601,578.616535398352,605.9831274760759,3.5652702329435564
2024-04-08,ZOMATO.NS,191.8000030517578,194.0,190.5500030517578,191.60000610351562,23092887,238.8779731997095,188.25,181.9499969482422,183.60000610351562,184.42857142857142,236.2145316167709,-0.10427369398331955
2024-04-09,BRIGADE.NS,983.5045776367188,996.4342730266987,961.688881706233,970.5748822467388,706374,1222.4543943517624,977.1146861393842,960.6405754382207,922.9996880091679,959.2355985510516,1206.7905305715612,-1.3146553339943776
2024-04-09,HAL.NS,3511.375732421875,3553.4046693705213,3492.019578955093,3532.6129451975535,649755,4472.8387053703955,3564.2952872778583,3574.146717464202,3258.3599764356964,3492.8609383892435,4403.513071723279,0.6048117431463448
2024-04-09,TRENT.NS,3899.674560546875,3956.2356079572874,3892.229473252244,3956.2356079572874,483412,6135.819924275677,3929.9037826512795,3947.291845445663,3872.5430764823914,3941.6527899525418,6037.768072511677,1.4504042973904074
2024-04-09,VBL.NS,572.7159423828125,579.282155096641,567.2075643403298,578.7832040586594,4447677,609.646494548127,599.4596653088962,597.1445952695392,557.5542341457902,581.6492453859047,605.9831274760759,1.0593841076963513
2024-04-09,ZOMATO.NS,193.6999969482422,195.5,188.75,192.5500030517578,30824719,238.8779731997095,191.60000610351562,180.5,179.8000030517578,186.25,236.2145316167709,-0.5936984587519949
2024-04-10,BRIGADE.NS,985.201904296875,997.9319010334194,975.4672009101058,994.3874827573986,527405,1222.4543943517624,970.5748822467388,956.2973242637485,940.1727286470095,966.9805634239643,1206.7905305715612,0.9323549234386883
2024-04-10,HAL.NS,3530.03857421875,3587.66154502355,3513.4546992712876,3514.7914067756524,1160813,4472.8387053703955,3532.6129451975535,3509.8407276977487,3358.358418957883,3515.2085080774964,4403.513071723279,-0.43192636914660476
2024-04-10,TRENT.NS,4018.392822265625,4110.529801003795,3901.473042694352,3926.3061020130986,1107300,6135.819924275677,3956.2356079572874,4006.2513292521135,3972.224720567902,3935.0929873018554,6037.768072511677,-2.291630617650932
